SRC	TRG	PINYIN_STR	PINYIN_CHAR
derrickson	德里克森	de li ke sen	d e l i k e s e n
kilham	基勒姆	ji le mu	j i l e m u
nalesnik	纳莱斯尼克	na lai si ni ke	n a l a i s i n i k e
tredennick	特里德尼克	te li de ni ke	t e l i d e n i k e
friswold	弗里斯沃尔德	fu li si wo er de	f u l i s i w o e r d e
bredie	布雷迪	bu lei di	b u l e i d i
gartenberg	加滕伯格	jia teng bo ge	j i a t e n g b o g e
gothie	戈蒂	ge di	g e d i
paule	葆拉	bao la	b a o l a
menamin	梅纳明	mei na ming	m e i n a m i n g
vans	万斯	wan si	w a n s i
diforio	迪福里奥	di fu li ao	d i f u l i a o
brogan	布罗根	bu luo gen	b u l u o g e n
hange	汉格	han ge	h a n g e
wasson	沃森	wo sen	w o s e n
benedek	贝内德克	bei nei de ke	b e i n e i d e k e
peiffer	派弗	pai fu	p a i f u
caruth	卡鲁思	ka lu si	k a l u s i
clardy	克拉迪	ke la di	k e l a d i
tory	托里	tuo li	t u o l i
feodora	费奥多拉	fei ao duo la	f e i a o d u o l a
levett	莱韦特	lai wei te	l a i w e i t e
benezer	贝尼泽	bei ni ze	b e i n i z e
flaxman	弗拉克斯曼	fu la ke si man	f u l a k e s i m a n
brugger	布鲁格	bu lu ge	b u l u g e
bancroft	班克罗夫特	ban ke luo fu te	b a n k e l u o f u t e
byrer	拜勒	bai le	b a i l e
rosskeen	罗斯金	luo si jin	l u o s i j i n
skinnard	斯金纳德	si jin na de	s i j i n n a d e
bayles	贝尔斯	bei er si	b e i e r s i
hayter	海特	hai te	h a i t e
cecchetti	切凯蒂	qie kai di	q i e k a i d i
lavier	拉维尔	la wei er	l a w e i e r
noblitt	诺布利特	nuo bu li te	n u o b u l i t e
shovelton	肖维尔顿	xiao wei er dun	x i a o w e i e r d u n
boschwitz	博希威茨	bo xi wei ci	b o x i w e i c i
eaglin	伊格林	yi ge lin	y i g e l i n
graf	格拉夫	ge la fu	g e l a f u
meshech	米谢克	mi xie ke	m i x i e k e
knipmeyer	尼普迈耶	ni pu mai ye	n i p u m a i y e
maccaig	麦凯格	mai kai ge	m a i k a i g e
snapper	斯纳珀	si na po	s i n a p o
lobingier	洛宾吉	luo bin ji	l u o b i n j i
boomer	布默	bu mo	b u m o
bibb	比布	bi bu	b i b u
carlisle	卡莱尔	ka lai er	k a l a i e r
gallie	加利	jia li	j i a l i
catesby	凯茨比	kai ci bi	k a i c i b i
krasny	克拉斯尼	ke la si ni	k e l a s i n i
mullo	马洛	ma luo	m a l u o
corner	科纳	ke na	k e n a
lambard	兰巴德	lan ba de	l a n b a d e
sharlow	沙洛	sha luo	s h a l u o
spacht	斯帕赫特	si pa he te	s i p a h e t e
dimuantes	迪缪安蒂斯	di mou an di si	d i m o u a n d i s i
gaiser	盖泽	gai ze	g a i z e
dula	杜拉	du la	d u l a
lafe	莱夫	lai fu	l a i f u
standaloft	斯坦德洛夫特	si tan de luo fu te	s i t a n d e l u o f u t e
grieves	格里夫斯	ge li fu si	g e l i f u s i
garmat	加马特	jia ma te	j i a m a t e
blumenfeld	布卢门菲尔德	bu lu men fei er de	b u l u m e n f e i e r d e
haussler	豪斯勒	hao si le	h a o s i l e
pumphrey	庞弗里	pang fu li	p a n g f u l i
coetmore	科特莫尔	ke te mo er	k e t e m o e r
turnill	特尼尔	te ni er	t e n i e r
mahoney	马奥尼	ma ao ni	m a a o n i
quisenberry	奎森伯里	kui sen bo li	k u i s e n b o l i
carozza	卡罗扎	ka luo zha	k a l u o z h a
christesen	克里斯蒂森	ke li si di sen	k e l i s i d i s e n
shanke	尚克	shang ke	s h a n g k e
cavenah	卡夫纳	ka fu na	k a f u n a
folliard	福利亚德	fu li ya de	f u l i y a d e
caljouw	卡尔乔	ka er qiao	k a e r q i a o
ibbott	伊博特	yi bo te	y i b o t e
kobi	科比	ke bi	k e b i
golomski	戈洛姆斯基	ge luo mu si ji	g e l u o m u s i j i
eschbach	埃施巴赫	ai shi ba he	a i s h i b a h e
getts	盖茨	gai ci	g a i c i
kirsteen	柯尔斯廷	ke er si ting	k e e r s i t i n g
friedkin	弗里德金	fu li de jin	f u l i d e j i n
roger	罗杰	luo jie	l u o j i e
debutts	德巴茨	de ba ci	d e b a c i
weimer	韦默	wei mo	w e i m o
kaufholz	考夫霍尔兹	kao fu huo er zi	k a o f u h u o e r z i
gosman	戈斯曼	ge si man	g e s i m a n
redhead	雷德黑德	lei de hei de	l e i d e h e i d e
alasager	奥拉萨杰	ao la sa jie	a o l a s a j i e
leadson	利德森	li de sen	l i d e s e n
alleynian	阿莱尼安	a lai ni an	a l a i n i a n
frost	弗罗斯特	fu luo si te	f u l u o s i t e
wolleson	沃利森	wo li sen	w o l i s e n
schriver	施赖弗	shi lai fu	s h i l a i f u
macdonell	麦克唐奈	mai ke tang nai	m a i k e t a n g n a i
kubo	库博	ku bo	k u b o
caulton	考尔顿	kao er dun	k a o e r d u n
brockman	布罗克曼	bu luo ke man	b u l u o k e m a n
abzug	阿布朱格	a bu zhu ge	a b u z h u g e
nieuwland	纽兰	niu lan	n i u l a n
blasi	布拉西	bu la xi	b u l a x i
miriam	米里亚姆	mi li ya mu	m i l i y a m u
elie	伊利	yi li	y i l i
lago	拉戈	la ge	l a g e
hemmeter	赫米特	he mi te	h e m i t e
volkov	沃尔科夫	wo er ke fu	w o e r k e f u
clorety	克洛里蒂	ke luo li di	k e l u o l i d i
ryneveld	赖尼维尔德	lai ni wei er de	l a i n i w e i e r d e
rabnett	拉布内特	la bu nei te	l a b u n e i t e
gucker	古克	gu ke	g u k e
pruss	普拉斯	pu la si	p u l a s i
handberg	汉德伯格	han de bo ge	h a n d e b o g e
daltry	多特里	duo te li	d u o t e l i
demsetz	德姆塞茨	de mu sai ci	d e m u s a i c i
hartle	哈特尔	ha te er	h a t e e r
arkin	阿金	a jin	a j i n
bassingthwaite	巴辛思韦特	ba xin si wei te	b a x i n s i w e i t e
gusev	古谢夫	gu xie fu	g u x i e f u
amphlett	安夫利特	an fu li te	a n f u l i t e
herbits	赫比茨	he bi ci	h e b i c i
altenbernd	阿尔滕本德	a er teng ben de	a e r t e n g b e n d e
stason	斯塔森	si ta sen	s i t a s e n
unison	尤尼森	you ni sen	y o u n i s e n
teubner	托伊布纳	tuo yi bu na	t u o y i b u n a
beba	比巴	bi ba	b i b a
hoon	胡恩	hu en	h u e n
vine	瓦因	wa yin	w a y i n
lecky	莱基	lai ji	l a i j i
danfield	丹菲尔德	dan fei er de	d a n f e i e r d e
richter	里克特	li ke te	l i k e t e
oballance	奥巴兰斯	ao ba lan si	a o b a l a n s i
lutkin	卢特金	lu te jin	l u t e j i n
allerton	阿勒顿	a le dun	a l e d u n
arlin	阿林	a lin	a l i n
omidyar	奥米戴尔	ao mi dai er	a o m i d a i e r
blacklin	布莱克林	bu lai ke lin	b u l a i k e l i n
dolby	多尔比	duo er bi	d u o e r b i
maginnis	马金尼斯	ma jin ni si	m a j i n n i s i
handickson	汉迪克森	han di ke sen	h a n d i k e s e n
gasking	加斯金	jia si jin	j i a s i j i n
baranczak	巴兰恰克	ba lan qia ke	b a l a n q i a k e
cordain	科丹	ke dan	k e d a n
scallan	斯卡伦	si ka lun	s i k a l u n
ewert	尤尔特	you er te	y o u e r t e
april	阿普丽尔	a pu li er	a p u l i e r
clemans	克莱曼斯	ke lai man si	k e l a i m a n s i
gauzza	高扎	gao zha	g a o z h a
taggard	塔格德	ta ge de	t a g e d e
myrddin	米尔丁	mi er ding	m i e r d i n g
calbick	卡尔比克	ka er bi ke	k a e r b i k e
omberg	翁伯格	weng bo ge	w e n g b o g e
mcpheeters	麦克菲特斯	mai ke fei te si	m a i k e f e i t e s i
menard	梅纳德	mei na de	m e i n a d e
angleton	安格尔顿	an ge er dun	a n g e e r d u n
swoap	斯沃普	si wo pu	s i w o p u
stohl	斯托尔	si tuo er	s i t u o e r
milbanke	米尔班克	mi er ban ke	m i e r b a n k e
mower	莫厄尔	mo e er	m o e e r
corso	科尔索	ke er suo	k e e r s u o
lozenby	洛曾比	luo zeng bi	l u o z e n g b i
heitz	海茨	hai ci	h a i c i
wiebe	维贝	wei bei	w e i b e i
molander	莫兰德	mo lan de	m o l a n d e
coontz	孔茨	kong ci	k o n g c i
butowsky	布托夫斯基	bu tuo fu si ji	b u t u o f u s i j i
bandow	班多	ban duo	b a n d u o
maclysaght	麦克莱萨特	mai ke lai sa te	m a i k e l a i s a t e
tomasina	托马西纳	tuo ma xi na	t u o m a x i n a
lubchenco	卢布琴科	lu bu qin ke	l u b u q i n k e
renmell	伦梅尔	lun mei er	l u n m e i e r
bullis	布利斯	bu li si	b u l i s i
zuidema	朱伊德马	zhu yi de ma	z h u y i d e m a
fitzalan	菲查伦	fei cha lun	f e i c h a l u n
anderewe	安德鲁	an de lu	a n d e l u
bickersteth	比克斯特思	bi ke si te si	b i k e s i t e s i
stovall	斯托瓦尔	si tuo wa er	s i t u o w a e r
shearburn	希尔本	xi er ben	x i e r b e n
herrod	赫罗德	he luo de	h e l u o d e
sobin	索宾	suo bin	s u o b i n
hardres	哈德斯	ha de si	h a d e s i
blahut	布拉胡特	bu la hu te	b u l a h u t e
paisner	佩斯纳	pei si na	p e i s i n a
kaess	凯斯	kai si	k a i s i
bekey	贝基	bei ji	b e i j i
beaudette	博德特	bo de te	b o d e t e
cardale	卡代尔	ka dai er	k a d a i e r
laprade	拉普拉德	la pu la de	l a p u l a d e
barrios	巴里奥斯	ba li ao si	b a l i a o s i
branscum	布兰斯科姆	bu lan si ke mu	b u l a n s i k e m u
wills	威尔斯	wei er si	w e i e r s i
huxsoll	赫克索尔	he ke suo er	h e k e s u o e r
maokak	毛卡克	mao ka ke	m a o k a k e
hallmark	霍尔马克	huo er ma ke	h u o e r m a k e
guandolo	瓜恩多洛	gua en duo luo	g u a e n d u o l u o
milburn	米尔本	mi er ben	m i e r b e n
glieberman	格利伯曼	ge li bo man	g e l i b o m a n
cayley	凯利	kai li	k a i l i
becher	比彻	bi che	b i c h e
overland	奥弗兰	ao fu lan	a o f u l a n
driehaus	德里豪斯	de li hao si	d e l i h a o s i
daring	达林	da lin	d a l i n
dewart	德瓦特	de wa te	d e w a t e
wodicka	沃迪卡	wo di ka	w o d i k a
bartholemeu	巴托洛缪	ba tuo luo mou	b a t u o l u o m o u
mas	马斯	ma si	m a s i
bilpuch	比尔普克	bi er pu ke	b i e r p u k e
collinson	柯林森	ke lin sen	k e l i n s e n
colescott	科莱斯科特	ke lai si ke te	k e l a i s i k e t e
fleger	弗莱格	fu lai ge	f u l a i g e
cinnater	辛纳特	xin na te	x i n n a t e
boochever	布谢弗	bu xie fu	b u x i e f u
alured	阿留雷德	a liu lei de	a l i u l e i d e
lasca	拉斯卡	la si ka	l a s i k a
doman	多曼	duo man	d u o m a n
hitz	希茨	xi ci	x i c i
dereg	德雷格	de lei ge	d e l e i g e
kilroy	基尔罗伊	ji er luo yi	j i e r l u o y i
kell	凯尔	kai er	k a i e r
helyar	赫利亚尔	he li ya er	h e l i y a e r
jaycox	杰科克斯	jie ke ke si	j i e k e k e s i
milmore	米尔莫尔	mi er mo er	m i e r m o e r
muhlenbruch	米伦布鲁赫	mi lun bu lu he	m i l u n b u l u h e
mereworth	梅里沃思	mei li wo si	m e i l i w o s i
rehn	雷恩	lei en	l e i e n
barley	巴利	ba li	b a l i
chirovsky	奇罗夫斯基	qi luo fu si ji	q i l u o f u s i j i
chauncey	昌西	chang xi	c h a n g x i
buccella	布切拉	bu qie la	b u q i e l a
geretenberg	格雷滕伯格	ge lei teng bo ge	g e l e i t e n g b o g e
kullmann	库尔曼	ku er man	k u e r m a n
blessing	布莱辛	bu lai xin	b u l a i x i n
scarff	斯卡夫	si ka fu	s i k a f u
hywel	海韦尔	hai wei er	h a i w e i e r
michelmore	米歇尔莫尔	mi xie er mo er	m i x i e e r m o e r
fortunado	福图纳多	fu tu na duo	f u t u n a d u o
prusiner	普鲁西纳	pu lu xi na	p u l u x i n a
bemb	贝姆	bei mu	b e i m u
spikes	斯派克斯	si pai ke si	s i p a i k e s i
lemuel	莱缪尔	lai mou er	l a i m o u e r
howerton	豪尔顿	hao er dun	h a o e r d u n
lyerly	莱尔利	lai er li	l a i e r l i
fyvie	菲维	fei wei	f e i w e i
weng	温	wen	w e n
koven	科文	ke wen	k e w e n
toumey	图米	tu mi	t u m i
ceci	切奇	qie qi	q i e q i
prina	普赖纳	pu lai na	p u l a i n a
vittorio	维托里奥	wei tuo li ao	w e i t u o l i a o
dobrin	多布林	duo bu lin	d u o b u l i n
minns	明斯	ming si	m i n g s i
ruocco	罗科	luo ke	l u o k e
giacco	贾科	jia ke	j i a k e
ehmen	埃门	ai men	a i m e n
achinstein	阿钦斯坦	a qin si tan	a q i n s i t a n
nedville	内德维尔	nei de wei er	n e i d e w e i e r
simrall	西姆拉尔	xi mu la er	x i m u l a e r
alvis	阿尔维斯	a er wei si	a e r w e i s i
gaydos	盖多斯	gai duo si	g a i d u o s i
aithne	安妮	an ni	a n n i
mungo	芒戈	mang ge	m a n g g e
kraatz	克拉茨	ke la ci	k e l a c i
coffeen	科芬	ke fen	k e f e n
kallick	卡利克	ka li ke	k a l i k e
filshie	菲尔希	fei er xi	f e i e r x i
hamrick	哈姆里克	ha mu li ke	h a m u l i k e
wilshire	威尔希尔	wei er xi er	w e i e r x i e r
brueckner	布吕克纳	bu lv ke na	b u l v k e n a
deatly	迪特利	di te li	d i t e l i
bendig	本迪格	ben di ge	b e n d i g e
paine	佩因	pei yin	p e i y i n
mccrillis	麦克里利斯	mai ke li li si	m a i k e l i l i s i
harriet	哈丽雅特	ha li ya te	h a l i y a t e
orren	奥伦	ao lun	a o l u n
notestein	诺特斯坦	nuo te si tan	n u o t e s i t a n
beukema	比克马	bi ke ma	b i k e m a
lampl	兰普尔	lan pu er	l a n p u e r
margaret	玛格丽特	ma ge li te	m a g e l i t e
mowlam	莫勒姆	mo le mu	m o l e m u
bueno	比诺	bi nuo	b i n u o
sombart	松巴特	song ba te	s o n g b a t e
woddis	沃迪斯	wo di si	w o d i s i
vidal	维达尔	wei da er	w e i d a e r
skopil	斯科皮尔	si ke pi er	s i k e p i e r
jungeblut	琼格布拉特	qiong ge bu la te	q i o n g g e b u l a t e
conein	科奈恩	ke nai en	k e n a i e n
greenwood	格林伍德	ge lin wu de	g e l i n w u d e
engeman	恩格曼	en ge man	e n g e m a n
lattany	拉塔尼	la ta ni	l a t a n i
abbiati	阿比亚蒂	a bi ya di	a b i y a d i
roddie	罗迪	luo di	l u o d i
strittmatter	斯特里特马特	si te li te ma te	s i t e l i t e m a t e
mclauchlin	麦克劳克林	mai ke lao ke lin	m a i k e l a o k e l i n
yudkin	尤德金	you de jin	y o u d e j i n
johanneson	约翰尼森	yue han ni sen	y u e h a n n i s e n
bossard	博萨德	bo sa de	b o s a d e
waechter	韦克特	wei ke te	w e i k e t e
awbery	奥伯里	ao bo li	a o b o l i
baise	贝斯	bei si	b e i s i
matte	马特	ma te	m a t e
godey	戈迪	ge di	g e d i
pentin	彭廷	peng ting	p e n g t i n g
brunmark	布伦马克	bu lun ma ke	b u l u n m a k e
attica	阿蒂卡	a di ka	a d i k a
avezathe	阿夫扎特	a fu zha te	a f u z h a t e
escudero	埃斯库德罗	ai si ku de luo	a i s i k u d e l u o
jehu	杰休	jie xiu	j i e x i u
boozer	布泽	bu ze	b u z e
bennyhoff	本尼霍夫	ben ni huo fu	b e n n i h u o f u
amontree	阿蒙特里	a meng te li	a m e n g t e l i
cordesman	科德斯曼	ke de si man	k e d e s i m a n
perkes	珀克斯	po ke si	p o k e s i
wiecking	威金	wei jin	w e i j i n
forell	福雷尔	fu lei er	f u l e i e r
beton	贝顿	bei dun	b e i d u n
walser	沃尔泽	wo er ze	w o e r z e
rees	里斯	li si	l i s i
adams	亚当斯	ya dang si	y a d a n g s i
otes	奥茨	ao ci	a o c i
stavridi	斯塔夫里迪	si ta fu li di	s i t a f u l i d i
bernotas	伯诺塔斯	bo nuo ta si	b o n u o t a s i
deslandes	德朗德	de lang de	d e l a n g d e
argeris	阿吉里斯	a ji li si	a j i l i s i
swick	斯威克	si wei ke	s i w e i k e
bedson	贝德森	bei de sen	b e i d e s e n
girardet	吉拉德特	ji la de te	j i l a d e t e
macgonigal	麦戈尼格尔	mai ge ni ge er	m a i g e n i g e e r
caulcutt	考尔克特	kao er ke te	k a o e r k e t e
vawter	沃特	wo te	w o t e
baumgart	鲍姆加特	bao mu jia te	b a o m u j i a t e
aylor	艾勒	ai le	a i l e
gawthorpe	高索普	gao suo pu	g a o s u o p u
redfearn	雷德费恩	lei de fei en	l e i d e f e i e n
golodner	戈洛德纳	ge luo de na	g e l u o d e n a
tryhorn	特赖霍恩	te lai huo en	t e l a i h u o e n
merryweather	梅里韦瑟	mei li wei se	m e i l i w e i s e
windingstad	温丁斯塔德	wen ding si ta de	w e n d i n g s i t a d e
kanof	卡诺夫	ka nuo fu	k a n u o f u
wayte	韦特	wei te	w e i t e
whannell	霍内尔	huo nei er	h u o n e i e r
zipper	齐珀	qi po	q i p o
right	赖特	lai te	l a i t e
chesshyre	切斯希尔	qie si xi er	q i e s i x i e r
pardes	帕德斯	pa de si	p a d e s i
pakenham	帕克南	pa ke nan	p a k e n a n
whidden	惠登	hui deng	h u i d e n g
weidlein	韦德莱因	wei de lai yin	w e i d e l a i y i n
austell	奥斯特尔	ao si te er	a o s i t e e r
ueland	尤兰	you lan	y o u l a n
tim	蒂姆	di mu	d i m u
harriette	哈丽雅特	ha li ya te	h a l i y a t e
tilburg	蒂尔堡	di er bao	d i e r b a o
langston	兰斯顿	lan si dun	l a n s i d u n
wheelus	惠勒斯	hui le si	h u i l e s i
bussie	伯西	bo xi	b o x i
ellerbrook	埃勒布鲁克	ai le bu lu ke	a i l e b u l u k e
benfey	本菲	ben fei	b e n f e i
tottenham	托特纳姆	tuo te na mu	t u o t e n a m u
nerin	尼林	ni lin	n i l i n
sammer	萨默	sa mo	s a m o
munaf	穆纳夫	mu na fu	m u n a f u
nenneman	南尼曼	nan ni man	n a n n i m a n
birks	伯克斯	bo ke si	b o k e s i
narang	纳兰	na lan	n a l a n
muirden	缪尔登	mou er deng	m o u e r d e n g
borberg	博伯格	bo bo ge	b o b o g e
candace	坎达丝	kan da si	k a n d a s i
colyer	科利尔	ke li er	k e l i e r
jonkar	琼卡	qiong ka	q i o n g k a
roding	罗丁	luo ding	l u o d i n g
sheblak	谢布拉克	xie bu la ke	x i e b u l a k e
duel	迪尤尔	di you er	d i y o u e r
stunzi	斯顿齐	si dun qi	s i d u n q i
rubey	鲁比	lu bi	l u b i
altheimer	奥尔特海默	ao er te hai mo	a o e r t e h a i m o
gorospe	戈罗斯佩	ge luo si pei	g e l u o s i p e i
grenier	格雷尼尔	ge lei ni er	g e l e i n i e r
keedick	基迪克	ji di ke	j i d i k e
thibert	蒂贝尔	di bei er	d i b e i e r
gabo	加博	jia bo	j i a b o
laster	拉斯特	la si te	l a s i t e
godgifu	戈德吉富	ge de ji fu	g e d e j i f u
pougher	波厄尔	bo e er	b o e e r
copperman	科珀曼	ke po man	k e p o m a n
tallys	塔利斯	ta li si	t a l i s i
finneburgh	芬尼伯勒	fen ni bo le	f e n n i b o l e
colburn	科尔伯恩	ke er bo en	k e e r b o e n
enberg	恩伯格	en bo ge	e n b o g e
mcintye	麦金蒂	mai jin di	m a i j i n d i
kiley	基利	ji li	j i l i
gainer	盖纳	gai na	g a i n a
elihu	伊莱休	yi lai xiu	y i l a i x i u
sneider	斯奈德	si nai de	s i n a i d e
mikus	米库斯	mi ku si	m i k u s i
newburn	纽伯恩	niu bo en	n i u b o e n
wittmer	威特默	wei te mo	w e i t e m o
autrey	奥特里	ao te li	a o t e l i
cassie	凯西	kai xi	k a i x i
holiday	霍利迪	huo li di	h u o l i d i
levick	利维克	li wei ke	l i w e i k e
mowll	莫尔	mo er	m o e r
garvenlock	加文洛克	jia wen luo ke	j i a w e n l u o k e
tamognini	塔莫尼尼	ta mo ni ni	t a m o n i n i
clemson	克莱姆森	ke lai mu sen	k e l a i m u s e n
mccord	麦科德	mai ke de	m a i k e d e
mccoch	麦科奇	mai ke qi	m a i k e q i
pehl	佩尔	pei er	p e i e r
gurden	格登	ge deng	g e d e n g
cellarius	塞拉里厄斯	sai la li e si	s a i l a l i e s i
savely	塞夫利	sai fu li	s a i f u l i
curnane	柯南	ke nan	k e n a n
macurdy	麦柯迪	mai ke di	m a i k e d i
wakeland	威克兰	wei ke lan	w e i k e l a n
messersmith	梅瑟史密斯	mei se shi mi si	m e i s e s h i m i s i
heakes	希克斯	xi ke si	x i k e s i
renner	伦纳	lun na	l u n n a
jalyn	贾琳	jia lin	j i a l i n
ellingham	埃林厄姆	ai lin e mu	a i l i n e m u
bulmer	布尔默	bu er mo	b u e r m o
garufi	加鲁菲	jia lu fei	j i a l u f e i
boothman	布思曼	bu si man	b u s i m a n
braha	布拉哈	bu la ha	b u l a h a
minihan	米尼汉	mi ni han	m i n i h a n
carney	卡尼	ka ni	k a n i
plesent	普莱森特	pu lai sen te	p u l a i s e n t e
isaac	艾萨克	ai sa ke	a i s a k e
leche	莱什	lai shi	l a i s h i
blythborough	布莱思伯勒	bu lai si bo le	b u l a i s i b o l e
straus	斯特劳斯	si te lao si	s i t e l a o s i
cadwell	卡德韦尔	ka de wei er	k a d e w e i e r
sellars	塞拉斯	sai la si	s a i l a s i
drozdiak	德罗兹迪亚克	de luo zi di ya ke	d e l u o z i d i y a k e
isaacs	艾萨克斯	ai sa ke si	a i s a k e s i
chrysler	克莱斯勒	ke lai si le	k e l a i s i l e
buttar	巴塔	ba ta	b a t a
wes	韦斯	wei si	w e i s i
vorys	沃里斯	wo li si	w o l i s i
courau	库罗	ku luo	k u l u o
feer	菲尔	fei er	f e i e r
yuetter	尤特	you te	y o u t e
sebelius	西贝利厄斯	xi bei li e si	x i b e i l i e s i
mckelway	麦凯尔韦	mai kai er wei	m a i k a i e r w e i
rafael	拉斐尔	la fei er	l a f e i e r
laning	拉宁	la ning	l a n i n g
yaklich	亚克利希	ya ke li xi	y a k e l i x i
sale	塞尔	sai er	s a i e r
shinagel	希纳格尔	xi na ge er	x i n a g e e r
moses	摩西	mo xi	m o x i
martens	马滕斯	ma teng si	m a t e n g s i
farragut	法拉格特	fa la ge te	f a l a g e t e
tabankin	塔班金	ta ban jin	t a b a n j i n
madsen	马德森	ma de sen	m a d e s e n
danny	丹尼	dan ni	d a n n i
machutcheon	麦克哈琴	mai ke ha qin	m a i k e h a q i n
